Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Libya,2012,Developing,72.9,133.0,2,0.01,0.0,98.0,320,0.618,2,98.0,4.3,98.0,0.1,,,5.6,5.4,0.706,13.7
Libya,2011,Developing,71.3,161.0,2,0.01,36.11567366,98.0,0,0.6900000000000001,2,98.0,4.77,98.0,0.1,56.2549434,,5.6,5.4,0.756,14.0
Libya,2010,Developing,72.8,132.0,2,0.01,52.50394196,98.0,0,0.599,2,98.0,3.5,98.0,0.1,12.1256217,,5.6,5.4,0.755,14.3
Libya,2009,Developing,72.7,132.0,2,0.01,63.55170297,98.0,329,0.59,2,98.0,3.16,98.0,0.1,12.9697353,,5.6,5.4,0.757,14.6
Libya,2008,Developing,72.6,132.0,2,0.01,532.6700005,98.0,8,0.5820000000000001,2,98.0,2.4,98.0,0.1,14.396486500000002,,5.5,5.4,0.757,14.8
Libya,2007,Developing,72.5,132.0,2,0.01,54.8789106,98.0,59,0.574,3,98.0,2.63,98.0,0.1,11.385666100000002,,5.5,5.4,0.756,15.1
Libya,2006,Developing,72.2,134.0,2,0.01,493.415341,98.0,1,0.5670000000000001,3,98.0,2.51,98.0,0.1,93.44987518,,5.5,5.4,0.752,15.4
Libya,2005,Developing,71.9,138.0,2,0.01,472.3047034,97.0,292,0.56,3,98.0,2.71,98.0,0.1,81.71361651000001,,5.5,5.4,0.748,15.7
Libya,2004,Developing,71.5,141.0,2,0.01,31.80653288,99.0,2771,0.5529999999999999,3,97.0,3.46,97.0,0.1,58.68364,,5.5,5.4,0.747,15.9
Libya,2003,Developing,71.3,144.0,3,0.01,295.1166511,96.0,0,0.546,3,95.0,4.6,95.0,0.1,46.7696753,,5.6,5.4,0.74,16.0
Libya,2002,Developing,71.1,146.0,3,0.01,29.13434871,91.0,3890,0.54,3,93.0,4.57,93.0,0.1,37.5442638,,5.6,5.4,0.736,15.8
Libya,2001,Developing,71.0,147.0,3,0.01,362.3817951,93.0,633,0.534,3,94.0,4.6,94.0,0.1,62.6958123,,5.6,5.5,0.732,15.7
Libya,2000,Developing,78.0,148.0,3,0.01,457.3202236,92.0,0,0.528,3,94.0,3.41,94.0,0.1,71.45628494,,5.7,5.5,0.727,15.5
Lithuania,2015,Developed,73.6,165.0,0,,0.0,94.0,50,0.624,0,93.0,,93.0,0.1,14.25242853,29.491,2.6,2.6,0.846,16.5
Lithuania,2014,Developed,73.4,169.0,0,15.19,2211.744178,94.0,11,0.619,0,93.0,6.55,93.0,0.1,16.55497139,29.323670000000003,2.6,2.7,0.841,16.5
Lithuania,2013,Developed,73.0,178.0,0,15.04,1968.816817,93.0,35,0.614,0,93.0,6.59,93.0,0.1,15.71282376,29.57689,2.7,2.7,0.834,16.4
Lithuania,2012,Developed,73.0,176.0,0,15.14,1807.071336,93.0,0,0.6900000000000001,0,93.0,6.67,93.0,0.1,14.341836,29.877730000000003,2.7,2.7,0.83,16.5
Lithuania,2011,Developed,72.8,18.0,0,12.66,1758.822757,95.0,7,0.65,0,92.0,6.86,92.0,0.1,14.35773679,32.8115,2.7,2.8,0.826,16.7
Lithuania,2010,Developed,72.4,188.0,0,12.9,1423.802386,94.0,2,0.6000000000000001,0,95.0,7.9,95.0,0.1,11.98486857,39.7282,2.8,2.8,0.824,16.8
Lithuania,2009,Developed,72.2,192.0,0,12.4,1446.529217,95.0,0,0.5970000000000001,0,98.0,7.53,98.0,0.1,11.8373913,31.62916,2.8,2.9,0.825,16.6
Lithuania,2008,Developed,71.1,224.0,0,13.3,1888.149904,96.0,1,0.593,0,96.0,6.61,96.0,0.1,14.96156818,31.98231,2.9,2.9,0.82,16.5
Lithuania,2007,Developed,72.0,24.0,0,13.4,1581.511914,96.0,0,0.59,0,95.0,6.22,95.0,0.1,12.29791535,32.312940000000005,2.9,3.0,0.812,16.4
Lithuania,2006,Developed,76.0,229.0,0,12.7,116.504961,95.0,1,0.5870000000000001,0,94.0,6.2,94.0,0.1,92.4642548,32.6999,3.0,3.0,0.807,16.4
Lithuania,2005,Developed,78.0,222.0,0,12.3,913.699529,95.0,1,0.584,0,93.0,5.83,94.0,0.1,78.631629,33.225280000000005,3.0,3.1,0.798,16.2
Lithuania,2004,Developed,71.6,24.0,0,12.1,76.36187737,94.0,1,0.5810000000000001,0,9.0,5.67,94.0,0.1,67.6966998,33.7775,3.1,3.1,0.792,16.3
Lithuania,2003,Developed,71.6,22.0,0,11.29,80.99710054,95.0,1,0.578,0,91.0,6.46,94.0,0.1,55.5535669,34.15213,3.2,3.2,0.78,15.8
Lithuania,2002,Developed,71.4,22.0,0,11.0,561.9168642,94.0,103,0.5750000000000001,0,97.0,6.4,95.0,0.1,41.46987928,34.4367,3.3,3.3,0.77,15.3
Lithuania,2001,Developed,71.2,21.0,0,10.2,42.87208671,95.0,7,0.5720000000000001,0,97.0,6.26,95.0,0.1,35.3147337,34.781800000000004,3.3,3.3,0.757,14.7
Lithuania,2000,Developed,71.6,2.0,0,9.87,373.2605532,98.0,19,0.569,0,92.0,6.46,94.0,0.1,32.973547100000005,34.995360000000005,3.4,3.4,0.745,14.0
Luxembourg,2015,Developed,82.0,63.0,0,,0.0,94.0,0,0.613,0,99.0,,99.0,0.1,11.998223,56.964,1.0,0.9,0.896,13.9
Luxembourg,2014,Developed,81.7,65.0,0,11.12,16255.16198,94.0,0,0.6900000000000001,0,99.0,6.94,99.0,0.1,11.91727418,55.6319,1.0,0.9,0.892,13.9
Luxembourg,2013,Developed,81.4,68.0,0,11.02,15515.75234,94.0,0,0.65,0,99.0,7.1,99.0,0.1,11.375185000000002,54.336,0.9,0.9,0.892,13.9
Luxembourg,2012,Developed,81.1,7.0,0,11.34,2284.58215,94.0,2,0.61,0,99.0,7.18,99.0,0.1,16.749136,53.946,0.9,0.9,0.892,13.9
Luxembourg,2011,Developed,88.0,72.0,0,11.5,17028.52798,95.0,6,0.596,0,96.0,7.34,99.0,0.1,11.5761577,51.834700000000005,0.9,0.9,0.894,13.9
Luxembourg,2010,Developed,86.0,73.0,0,11.36,2267.252192,94.0,0,0.5920000000000001,0,96.0,7.68,99.0,0.1,14.965361,56.953,0.9,0.9,0.884,13.7
Luxembourg,2009,Developed,83.0,76.0,0,11.42,2052.393076,95.0,0,0.588,0,96.0,8.11,99.0,0.1,13.1986693,49.7783,0.9,0.9,0.888,13.5
Luxembourg,2008,Developed,80.0,8.0,0,11.53,18961.3486,94.0,1,0.584,0,96.0,7.34,99.0,0.1,11.42938433,48.865,0.9,0.9,0.887,13.5
Luxembourg,2007,Developed,79.7,82.0,0,11.75,267.051312,87.0,0,0.579,0,96.0,6.8,99.0,0.1,16.184928,47.999300000000005,0.9,0.9,0.877,13.5
Luxembourg,2006,Developed,79.4,85.0,0,11.98,15345.4907,95.0,8,0.5750000000000001,0,99.0,7.75,99.0,0.1,89.7397117,47.2637,0.9,0.9,0.88,13.5
Luxembourg,2005,Developed,78.8,9.0,0,11.84,1346.246697,95.0,0,0.5700000000000001,0,99.0,7.95,99.0,0.1,82.8969641,46.5158,1.0,0.9,0.874,13.5
Luxembourg,2004,Developed,78.7,92.0,0,12.42,12372.05188,94.0,0,0.564,0,99.0,8.2,99.0,0.1,75.71635180000001,45.895,1.0,0.9,0.867,13.5
Luxembourg,2003,Developed,78.6,92.0,0,12.61,10111.38928,95.0,1,0.5579999999999999,0,99.0,7.67,98.0,0.1,65.4458853,45.163,1.0,0.9,0.865,13.6
Luxembourg,2002,Developed,78.3,95.0,0,12.91,910.5062778,95.0,0,0.552,0,99.0,8.27,99.0,0.1,52.936411500000006,44.6175,1.0,0.9,0.86,13.5
Luxembourg,2001,Developed,78.0,96.0,0,12.89,7877.33656,86.0,0,0.546,0,99.0,7.4,99.0,0.1,48.1794285,44.1525,1.0,1.0,0.854,13.4
Luxembourg,2000,Developed,77.8,98.0,0,13.14,8246.130437,77.0,0,0.54,0,99.0,7.48,99.0,0.1,48.73599549,43.63,1.0,1.0,0.848,13.5
Madagascar,2015,Developing,65.5,22.0,28,,0.0,69.0,3,0.25,38,71.0,,69.0,0.3,41.8575951,24.23488,7.1,7.1,0.511,10.3
Madagascar,2014,Developing,65.1,225.0,29,0.01,5.339065673,73.0,3,0.2,39,73.0,3.4,73.0,0.3,45.24631926000001,23.589810000000003,7.2,7.1,0.509,10.3
Madagascar,2013,Developing,64.7,23.0,29,0.87,79.50882493,74.0,6,0.195,40,73.0,4.15,74.0,0.4,46.172372200000005,22.961146,7.3,7.2,0.508,10.3
Madagascar,2012,Developing,64.3,235.0,30,0.87,59.97914461,7.0,2,0.19,42,71.0,3.46,7.0,0.4,44.39611,22.346573,7.4,7.3,0.506,10.2
Madagascar,2011,Developing,63.8,241.0,31,0.97,78.79967196,73.0,0,0.185,43,73.0,4.24,73.0,0.4,45.4963464,21.743949,7.5,7.4,0.504,10.2
Madagascar,2010,Developing,63.3,248.0,32,1.03,76.60442169,7.0,1,0.18,45,7.0,4.86,7.0,0.5,41.273934100000005,21.15164,7.6,7.5,0.503,10.2
Madagascar,2009,Developing,62.8,254.0,33,0.91,71.16601203,77.0,0,0.176,47,76.0,4.7,77.0,0.5,41.56893226,25.69121,7.7,7.6,0.5,9.7
Madagascar,2008,Developing,62.3,259.0,34,0.68,6.448762615,77.0,3,0.171,49,77.0,4.5,77.0,0.5,47.733254,19.996469,7.8,7.7,0.491,9.4
Madagascar,2007,Developing,61.9,261.0,35,0.71,55.43034455,84.0,0,0.167,51,83.0,4.98,84.0,0.6,37.78482928,19.433523,7.9,7.8,0.483,9.1
Madagascar,2006,Developing,61.4,263.0,36,0.68,38.41870375,82.0,2,0.163,54,83.0,5.11,85.0,0.6,29.2157443,18.88268,8.0,7.9,0.478,9.0
Madagascar,2005,Developing,69.0,265.0,37,0.72,33.74786198,81.0,0,0.158,56,8.0,5.3,85.0,0.6,27.4819723,18.336724,8.1,8.0,0.473,8.9
Madagascar,2004,Developing,64.0,267.0,38,0.81,23.72796328,71.0,35558,0.154,58,74.0,4.89,78.0,0.6,24.51235876,17.829970000000003,8.2,8.1,0.466,8.7
Madagascar,2003,Developing,59.9,268.0,40,0.93,37.12894787,61.0,62233,0.15,60,65.0,4.81,66.0,0.7,31.67998965,17.279141,8.3,8.3,0.457,8.5
Madagascar,2002,Developing,59.3,271.0,41,0.9,47.5262138,51.0,10795,0.147,63,61.0,5.29,62.0,0.7,26.22859481,16.765117,8.5,8.4,0.462,8.3
Madagascar,2001,Developing,58.7,276.0,42,1.05,42.56331585,,9357,0.143,65,6.0,5.17,6.0,0.7,27.8555732,16.26932,8.6,8.5,0.456,8.2
Madagascar,2000,Developing,57.9,283.0,44,1.16,35.66125056,,35256,0.139,68,58.0,5.8,57.0,0.6,24.5939659,15.76686,8.7,8.6,0.0,8.0
Malawi,2015,Developing,58.3,365.0,26,,0.0,88.0,0,0.196,38,88.0,,88.0,4.8,36.26575444,17.57367,6.4,6.2,0.473,10.8
Malawi,2014,Developing,57.6,377.0,27,0.01,59.48744893,91.0,3,0.192,40,87.0,11.38,91.0,5.1,35.472539610000005,17.688380000000002,6.5,6.3,0.466,10.7
Malawi,2013,Developing,56.7,394.0,29,0.01,55.83107625,89.0,1,0.188,42,89.0,1.96,89.0,6.3,33.29223390000001,16.577147,6.5,6.4,0.459,10.7
Malawi,2012,Developing,55.3,42.0,31,0.01,82.76865922,96.0,11,0.184,46,95.0,12.6,96.0,8.3,37.451882000000005,16.9735,6.6,6.5,0.454,10.7
Malawi,2011,Developing,54.1,441.0,32,1.23,13.77617463,97.0,26,0.18,50,97.0,11.67,97.0,11.2,51.2125451,15.627618,6.7,6.6,0.444,10.6
Malawi,2010,Developing,52.9,462.0,35,1.08,9.728005297,93.0,118712,0.176,54,86.0,1.5,93.0,13.7,45.88681744,15.16795,6.8,6.7,0.43,10.2
Malawi,2009,Developing,51.5,491.0,36,1.16,7.915071248,93.0,21,0.173,56,93.0,1.18,93.0,14.9,42.7379657,14.714620000000002,6.9,6.8,0.415,9.9
Malawi,2008,Developing,50.0,525.0,36,1.27,74.34482999,91.0,20,0.1689999999999999,58,92.0,1.7,91.0,16.9,37.2842678,14.271234,7.0,6.9,0.4,9.6
Malawi,2007,Developing,48.5,559.0,37,1.18,4.269511381,87.0,143,0.166,59,88.0,9.31,87.0,19.3,32.2227274,13.84969,7.1,7.0,0.387,9.7
Malawi,2006,Developing,47.1,587.0,38,1.18,6.847033785,99.0,1,0.162,61,99.0,8.99,99.0,21.1,29.76971211,13.429262,7.3,7.1,0.377,9.6
Malawi,2005,Developing,46.0,66.0,39,1.04,5.670640102,93.0,184,0.159,62,94.0,8.2,93.0,22.4,28.3673842,13.39711,7.4,7.2,0.371,9.7
Malawi,2004,Developing,45.1,615.0,40,1.11,58.13583343,89.0,1116,0.155,65,94.0,7.82,89.0,23.4,27.42256294,12.676380000000002,7.5,7.4,0.366,10.0
Malawi,2003,Developing,44.6,613.0,43,1.08,4.375316094,84.0,167,0.152,70,85.0,6.35,84.0,24.2,26.152517,12.336687,7.6,7.5,0.362,10.3
Malawi,2002,Developing,44.0,67.0,46,1.1,3.885394742,64.0,92,0.148,75,79.0,4.82,64.0,24.7,29.9798977,12.137110000000002,7.7,7.6,0.388,10.4
Malawi,2001,Developing,43.5,599.0,48,1.15,12.79760626,,150,0.144,80,86.0,5.7,9.0,25.1,14.67615397,11.695863,7.9,7.7,0.387,10.1
Malawi,2000,Developing,43.1,588.0,51,1.18,13.76270195,,304,0.141,84,73.0,6.7,75.0,25.5,15.32594872,11.376172,8.0,7.9,0.391,10.7
Malaysia,2015,Developing,75.0,123.0,4,,0.0,99.0,1318,0.4599999999999999,4,99.0,,99.0,0.1,96.43644683,37.231550000000006,7.5,7.3,0.787,13.1
Malaysia,2014,Developing,74.8,126.0,4,0.52,721.3655432,96.0,221,0.395,4,97.0,4.17,97.0,0.1,11.18396191,32.2817,7.6,7.4,0.783,13.0
Malaysia,2013,Developing,74.6,128.0,3,0.53,110.6779711,96.0,195,0.385,4,97.0,4.2,97.0,0.1,18.8227842,29.76724,7.8,7.6,0.779,12.9
Malaysia,2012,Developing,74.5,129.0,3,0.53,101.609245,97.0,1868,0.374,4,97.0,4.1,97.0,0.1,17.7949641,29.174560000000003,7.9,7.7,0.776,12.9
Malaysia,2011,Developing,74.3,13.0,3,0.51,9.23002632,96.0,1569,0.363,4,96.0,3.89,96.0,0.1,14.512620000000002,28.635128,8.0,7.8,0.774,13.0
Malaysia,2010,Developing,74.1,131.0,3,0.49,65.56659662,96.0,73,0.353,4,96.0,3.99,96.0,0.1,97.1356987,28.112289,8.2,8.0,0.764,12.8
Malaysia,2009,Developing,74.0,131.0,3,0.47,431.5452472,96.0,153,0.344,4,97.0,3.97,97.0,0.1,73.26744434999999,27.653830000000003,8.3,8.2,0.756,12.6
Malaysia,2008,Developing,73.8,132.0,3,0.47,438.4519214,97.0,334,0.334,4,97.0,3.47,97.0,0.1,85.13629541,27.111690000000003,8.5,8.3,0.747,12.5
Malaysia,2007,Developing,73.7,133.0,3,0.43,409.9812523,96.0,394,0.325,4,97.0,3.61,97.0,0.1,72.6917114,26.625845,8.7,8.5,0.736,12.3
Malaysia,2006,Developing,73.6,134.0,3,0.42,365.9113978,95.0,564,0.316,4,95.0,3.65,95.0,0.1,62.229829550000005,26.143566,8.8,8.6,0.732,12.7
Malaysia,2005,Developing,73.4,135.0,3,0.46,297.5913833,96.0,1407,0.37,4,96.0,3.29,96.0,0.1,55.93822995000001,25.659393,9.0,8.8,0.734,12.9
Malaysia,2004,Developing,73.2,137.0,3,0.49,315.6639322,94.0,5729,0.298,4,95.0,3.74,95.0,0.1,49.55477743,25.174190000000003,9.2,8.9,0.731,12.7
Malaysia,2003,Developing,73.1,138.0,3,0.48,264.2496129,95.0,632,0.288,4,96.0,3.95,96.0,0.1,44.63675893,24.688730000000003,9.3,9.1,0.724,12.1
Malaysia,2002,Developing,72.9,14.0,4,0.49,216.7029481,95.0,408,0.2789999999999999,4,94.0,3.4,94.0,0.1,41.67364387,24.198811,9.5,9.3,0.723,12.0
Malaysia,2001,Developing,72.7,144.0,4,0.53,210.2417002,95.0,2198,0.27,5,95.0,3.4,96.0,0.1,39.1511546,23.698970000000003,9.7,9.4,0.725,11.9
Malaysia,2000,Developing,72.4,149.0,4,0.54,23.37167228,97.0,6187,0.26,5,98.0,3.4,98.0,0.1,44.517471,23.18568,9.8,9.6,0.715,11.6
Maldives,2015,Developing,78.5,61.0,0,,0.0,99.0,0,0.2739999999999999,0,99.0,,99.0,0.1,83.95785198,49.163,13.6,13.6,0.701,12.7
Maldives,2014,Developing,78.2,62.0,0,0.01,2051.748615,99.0,0,0.262,0,99.0,13.73,99.0,0.1,77.162415,41.0,13.6,13.7,0.693,12.7
Maldives,2013,Developing,77.9,64.0,0,0.01,1626.591186,99.0,0,0.251,0,99.0,11.16,99.0,0.1,71.1233575,39.3,13.7,13.8,0.683,12.4
Maldives,2012,Developing,77.6,65.0,0,0.01,1259.940376,99.0,0,0.241,0,99.0,9.16,99.0,0.1,65.417465,38.5,13.8,13.9,0.675,12.1
Maldives,2011,Developing,77.3,67.0,0,1.92,1079.893546,96.0,0,0.231,0,96.0,8.11,96.0,0.1,64.9755443,37.7,13.9,14.0,0.663,11.8
Maldives,2010,Developing,76.7,73.0,0,1.83,91.13971812,97.0,0,0.221,0,97.0,7.93,96.0,0.1,63.379498000000005,36.7,14.0,14.1,0.653,11.6
Maldives,2009,Developing,76.3,75.0,0,1.59,100.503021,98.0,6,0.212,0,98.0,9.22,98.0,0.1,59.71659,36.0,14.1,14.2,0.651,11.8
Maldives,2008,Developing,75.9,81.0,0,1.76,1077.712092,98.0,0,0.2299999999999999,0,98.0,9.3,98.0,0.1,58.28621374,36.2,14.2,14.3,0.641,11.8
Maldives,2007,Developing,75.4,82.0,0,1.78,6.491488598,98.0,20,0.195,0,98.0,6.64,98.0,0.1,52.862285,34.9,14.3,14.4,0.632,11.9
Maldives,2006,Developing,75.0,88.0,0,1.62,659.8499118,98.0,47,0.187,0,98.0,7.37,98.0,0.1,44.28522898,33.300000000000004,14.3,14.5,0.622,12.0
Maldives,2005,Developing,74.3,93.0,0,1.47,620.9518909,98.0,1395,0.18,0,98.0,9.52,98.0,0.1,34.88493769,32.1,14.4,14.5,0.625,12.1
Maldives,2004,Developing,73.4,16.0,0,1.6,611.9093566,97.0,37,0.173,0,96.0,5.89,96.0,0.1,38.5333348,31.200000000000003,14.5,14.6,0.617,12.2
Maldives,2003,Developing,72.7,112.0,0,1.75,491.4978908,98.0,75,0.167,0,98.0,5.9,98.0,0.1,34.32247841,34.0,14.6,14.7,0.601,11.8
Maldives,2002,Developing,71.8,124.0,0,1.95,4.299053392,98.0,926,0.162,0,98.0,5.78,98.0,0.1,32.37239,29.700000000000003,14.6,14.7,0.597,12.0
Maldives,2001,Developing,78.0,129.0,0,1.98,41.30688803,98.0,0,0.156,0,97.0,5.84,98.0,0.1,29.867598,29.200000000000003,14.7,14.8,0.587,11.8
Maldives,2000,Developing,69.6,139.0,0,1.83,300.1621026,96.0,20,0.152,0,98.0,8.0,98.0,0.1,21.8299711,28.6,14.8,14.8,0.577,11.3
Mali,2015,Developing,58.2,266.0,52,,0.0,64.0,215,0.238,84,66.0,,64.0,1.5,72.9725338,17.467950000000002,7.7,7.5,0.438,8.4
Mali,2014,Developing,57.8,272.0,52,0.01,46.56231672,73.0,290,0.2319999999999999,85,74.0,6.86,73.0,1.6,82.55729915,16.962846,7.9,7.7,0.43,8.2
Mali,2013,Developing,57.3,275.0,53,0.01,36.86104319,69.0,221,0.225,86,7.0,6.58,69.0,1.6,77.7659139,16.477818,8.1,7.9,0.421,8.0
Mali,2012,Developing,57.2,27.0,53,0.01,96.5465827,66.0,341,0.219,88,72.0,6.47,66.0,1.5,77.73476868,16.667,8.3,8.1,0.411,7.7
Mali,2011,Developing,56.8,271.0,54,0.61,101.8113996,66.0,24,0.213,90,72.0,6.59,66.0,1.5,83.588998,15.54989,8.5,8.3,0.404,7.5
Mali,2010,Developing,56.5,273.0,54,0.6,9.585584394,72.0,1719,0.27,91,77.0,6.35,73.0,1.5,78.377632,15.758500000000002,8.8,8.5,0.396,7.3
Mali,2009,Developing,56.0,276.0,55,0.59,84.63438925,71.0,2939,0.22,93,77.0,6.85,73.0,1.6,69.7153124,14.665970000000002,9.0,8.8,0.385,7.1
Mali,2008,Developing,55.5,278.0,55,0.57,102.1413744,74.0,98,0.196,94,74.0,6.74,74.0,1.6,68.96784228,14.138216,9.2,9.0,0.36,5.8
Mali,2007,Developing,55.0,282.0,56,0.55,81.8405007,74.0,2,0.19,96,76.0,6.97,74.0,1.7,59.56368319,13.67566,9.4,9.3,0.363,6.4
Mali,2006,Developing,54.3,288.0,57,0.53,67.70920683,9.0,128,0.185,98,79.0,6.56,78.0,1.8,52.16425796,13.22764,9.7,9.5,0.35,6.1
Mali,2005,Developing,53.6,29.0,57,0.55,60.21211141,83.0,33,0.18,101,78.0,6.34,77.0,1.9,48.79425560000001,12.798763,9.9,9.7,0.338,5.8
Mali,2004,Developing,52.8,296.0,58,0.49,57.11644801,73.0,172,0.175,103,7.0,6.28,69.0,2.0,43.93572924,12.39196,1.1,1.0,0.333,5.5
Mali,2003,Developing,52.0,299.0,59,0.54,6.660451777,79.0,232,0.17,106,67.0,6.25,63.0,2.2,39.17912810000001,12.5128,1.3,1.2,0.318,5.2
Mali,2002,Developing,51.2,31.0,60,0.53,3.67646576,,717,0.165,108,65.0,6.32,61.0,2.3,33.422416,11.638929,1.5,1.5,0.308,4.9
Mali,2001,Developing,55.0,34.0,60,0.51,4.395885717,,4464,0.161,110,56.0,6.39,49.0,2.4,36.8473237,11.293258,1.8,1.7,0.297,4.6
Mali,2000,Developing,49.8,37.0,60,0.47,23.94507124,,1578,0.156,111,53.0,6.29,43.0,2.5,26.93483829,19.6769,11.0,1.9,0.291,4.4
Malta,2015,Developed,81.7,54.0,0,,0.0,95.0,2,0.696,0,97.0,,97.0,0.1,23.8194636,43.1874,0.8,0.8,0.853,14.6
Malta,2014,Developed,81.4,55.0,0,8.49,409.6000248,9.0,0,0.6920000000000001,0,99.0,9.75,99.0,0.1,26.189259900000003,42.7364,0.8,0.8,0.847,14.3
Malta,2013,Developed,81.1,57.0,0,8.58,374.2947283,94.0,0,0.688,0,99.0,9.89,99.0,0.1,23.931888,42.3374,0.8,0.7,0.828,14.2
Malta,2012,Developed,81.0,58.0,0,7.67,343.123395,93.0,0,0.684,0,99.0,9.95,99.0,0.1,21.938836,41.9455,0.8,0.7,0.821,14.1
Malta,2011,Developed,87.0,59.0,0,6.91,3601.287457,82.0,3,0.68,0,96.0,9.6,96.0,0.1,22.821847,41.6268,0.8,0.7,0.826,14.8
Malta,2010,Developed,83.0,62.0,0,7.91,278.0687051,75.0,0,0.6759999999999999,0,76.0,8.3,76.0,0.1,21.8779469,41.458,0.8,0.7,0.819,14.6
Malta,2009,Developed,82.0,63.0,0,7.38,335.5180568,86.0,1,0.6709999999999999,0,73.0,8.33,73.0,0.1,26.7558259,41.2477,0.8,0.7,0.815,14.4
Malta,2008,Developed,80.0,64.0,0,7.14,2655.573684,86.0,1,0.6659999999999999,0,72.0,8.15,72.0,0.1,21.928767,49.379,0.7,0.7,0.813,14.6
Malta,2007,Developed,79.6,65.0,0,7.45,2578.888314,82.0,2,0.6609999999999999,0,76.0,8.36,74.0,0.1,19.3755696,46.724,0.7,0.7,0.808,14.4
Malta,2006,Developed,79.3,66.0,0,8.84,2380.699796,86.0,1,0.6559999999999999,0,83.0,8.93,85.0,0.1,16.671567200000002,45.38,0.7,0.7,0.809,14.8
Malta,2005,Developed,79.0,67.0,0,6.41,2247.035692,85.0,6,0.65,0,94.0,8.83,92.0,0.1,15.835346670000002,43.834,0.7,0.7,0.805,14.8
Malta,2004,Developed,78.7,69.0,0,6.53,203.3157499,85.0,4,0.645,0,89.0,8.46,89.0,0.1,15.195497,41.268,0.7,0.7,0.797,14.2
Malta,2003,Developed,78.5,71.0,0,6.7,1678.392773,89.0,4,0.639,0,94.0,8.6,94.0,0.1,13.68998999,39.8582,0.7,0.7,0.79,13.8
Malta,2002,Developed,78.2,75.0,0,5.73,1552.740429,,7,0.634,0,95.0,7.86,95.0,0.1,11.8439392,39.596900000000005,0.7,0.7,0.786,13.8
Malta,2001,Developed,77.8,79.0,0,5.62,130.0150391,,2,0.628,0,95.0,7.11,95.0,0.1,11.2178636,39.328,0.7,0.7,0.783,13.7
Malta,2000,Developed,77.5,8.0,0,5.59,134.3547253,,2,0.623,0,94.0,6.83,94.0,0.1,11.395651,39.87,0.8,0.7,0.779,13.8
Marshall Islands,2013,Developing,,,0,0.01,871.8783173,8.0,0,0.816,0,79.0,17.24,79.0,0.1,36.17752354,,0.1,0.1,,0.0
Mauritania,2015,Developing,63.1,25.0,8,,0.0,73.0,1,0.38,12,67.0,,73.0,0.9,11.58256469,41.82341,7.8,7.5,0.513,8.5
Mauritania,2014,Developing,63.0,26.0,8,0.01,80.92679802,84.0,14,0.31,12,84.0,3.77,84.0,0.9,13.2666882,46.392,8.0,7.7,0.509,8.5
Mauritania,2013,Developing,62.7,28.0,8,0.01,8.88028118,8.0,62,0.294,12,8.0,3.63,8.0,1.1,14.557838000000002,39.4617,8.1,7.9,0.501,8.2
Mauritania,2012,Developing,62.5,29.0,8,0.01,62.48419552,8.0,35,0.288,12,8.0,3.36,8.0,1.2,13.64283745,38.3239,8.3,8.1,0.491,7.8
Mauritania,2011,Developing,62.2,212.0,8,0.01,79.27658464,75.0,234,0.281,12,73.0,2.87,75.0,1.2,13.93261593,37.17672,8.5,8.3,0.487,7.7
Mauritania,2010,Developing,62.0,214.0,8,0.01,8.353074798,64.0,1292,0.2739999999999999,12,52.0,3.28,64.0,1.2,12.3383675,36.9543,8.7,8.5,0.484,7.6
Mauritania,2009,Developing,61.7,215.0,8,0.01,11.14504291,64.0,322,0.268,12,63.0,3.79,64.0,1.2,14.683851000000002,35.6288,8.9,8.7,0.476,7.1
Mauritania,2008,Developing,61.4,217.0,8,0.02,61.76263795,74.0,4,0.261,12,73.0,3.23,74.0,1.3,11.675356890000002,34.7541,9.2,8.9,0.475,7.2
Mauritania,2007,Developing,61.2,219.0,8,0.02,7.35400072,74.0,11,0.255,12,75.0,3.54,75.0,1.3,11.33128,33.126650000000005,9.4,9.1,0.475,7.4
Mauritania,2006,Developing,69.0,221.0,8,0.01,55.79836969,68.0,22,0.248,12,68.0,3.21,68.0,1.3,94.4134851,32.2653,9.6,9.4,0.466,7.2
Mauritania,2005,Developing,66.0,223.0,8,0.01,55.12187071,42.0,127,0.242,12,71.0,4.21,71.0,1.3,69.77451989000001,31.372,9.8,9.6,0.461,7.2
Mauritania,2004,Developing,64.0,224.0,8,0.01,5.00378288,,5039,0.236,12,68.0,4.7,7.0,1.3,62.547286,34.2823,1.0,9.8,0.451,6.7
Mauritania,2003,Developing,63.0,226.0,8,0.01,29.65370899,,3611,0.2289999999999999,12,75.0,4.53,76.0,1.3,52.85866130000001,29.57117,1.3,1.1,0.447,6.6
Mauritania,2002,Developing,62.0,228.0,7,0.02,4.113190741,,883,0.223,12,91.0,5.31,89.0,1.2,46.9542322,28.732280000000003,1.5,1.3,0.446,6.5
Mauritania,2001,Developing,61.0,229.0,7,0.01,28.782245,,1398,0.217,12,75.0,4.34,75.0,1.2,46.4229758,27.972900000000003,1.7,1.5,0.444,6.5
